StatusType,County,District,School,Street,City,Zip,State,OpenDate,ClosedDate,Charter,FundingType,DOC,DOCType,SOC,SOCType,EdOpsName,EILName,GSoffered,Virtual,Magnet,Latitude,Longitude,LastUpdate
Active,Riverside,San Jacinto Unified,San Jacinto High,500 Idyllwild Drive,San Jacinto,92583-2615,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,33.794073,-116.96513,8/19/2016
Active,Riverside,San Jacinto Unified,Hyatt Elementary,400 East Shaver Street,San Jacinto,92583-4724,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.777757,-116.95380,8/19/2016
Active,Riverside,San Jacinto Unified,San Jacinto Elementary,136  North Ramona Boulevard,San Jacinto,92583-3325,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.787736,-116.96356,6/18/2015
Active,Riverside,San Jacinto Unified,Monte Vista Middle,181 North Ramona Boulevard,San Jacinto,92583-3324,CA,8/30/2004,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,33.788038,-116.96383,6/18/2015
Active,Riverside,San Jacinto Unified,De Anza Elementary,1089 DeAnza Drive,San Jacinto,92582-2568,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.794806,-116.97819,9/15/2015
Active,Riverside,San Jacinto Unified,Park Hill Elementary,1157 East Commonwealth Avenue,San Jacinto,92583-6842,CA,8/10/1990,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.769473,-116.94109,6/18/2015
Active,Riverside,San Jacinto Unified,San Jacinto Valley Academy,480 North San Jacinto Avenue,San Jacinto,92583-2729,CA,9/15/1997,,Y,Directly funded,54,Unified School District,65,K-12 Schools (Public),Traditional,Elementary-High Combination,K-12,N,N,33.793862,-116.95894,6/18/2015
Active,Riverside,San Jacinto Unified,North Mountain Middle,1202 East Seventh Street,San Jacinto,92583-4437,CA,7/6/1998,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,33.780300,-116.93913,6/18/2015
Active,Riverside,Coachella Valley Unified,,87-225 Church Street,Thermal,92274-0847,CA,,,,,54,Unified School District,,,,,,,,33.638432,-116.14174,1/23/2017
Active,Riverside,Coachella Valley Unified,Las Palmitas Elementary,86-150 Avenue 66,Thermal,92274,CA,9/2/2003,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.570710,-116.16032,6/18/2015
Active,Riverside,Coachella Valley Unified,Desert Mirage High,86-150 Avenue 66,Thermal,92274,CA,9/2/2003,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,33.571070,-116.16165,10/29/2015
Active,Riverside,Coachella Valley Unified,Toro Canyon Middle,86-150 Avenue 66,Thermal,92274,CA,9/2/2003,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,N,N,33.571280,-116.16128,6/18/2015
Active,Riverside,Coachella Valley Unified,Coral Mountain Academy,51-375 Van Buren Street,Coachella,92236-9751,CA,9/5/2006,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.675402,-116.19910,6/18/2015
Active,Riverside,Coachella Valley Unified,Bobby Duke Middle,85-358 Bagdad Avenue,Coachella,92236-1853,CA,9/4/2007,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,N,N,33.674657,-116.17679,6/18/2015
Active,Riverside,Coachella Valley Unified,Coachella Valley USD Special Ed PreK,87-225 Church Street,Thermal,92274-8901,CA,9/4/2007,,N,,54,Unified School District,08,Preschool,Traditional,Preschool,P,N,,33.637970,-116.14426,4/2/2015
Active,Riverside,Coachella Valley Unified,NOVA Academy - Coachella,52-780 Frederick Street,Coachella,92236-7319,CA,8/30/2010,,Y,Directly funded,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,33.663070,-116.18966,9/26/2016
Active,Riverside,Coachella Valley Unified,La Familia Continuation High,56-615 Olive Street,Thermal,92274,CA,7/1/1980,,N,,54,Unified School District,68,Continuation High Schools,Continuation School,High School,9-12,N,N,33.638716,-116.14222,9/27/2016
Active,Riverside,Coachella Valley Unified,Coachella Valley Adult,1099 Orchard Avenue,Coachella,92236,CA,7/1/1980,,N,,54,Unified School District,70,Adult Education Centers,Traditional,Adult,Adult,N,,33.677214,-116.17544,1/29/2016
Active,Riverside,Coachella Valley Unified,West Shores High,2381 Shore Hawk Avenue,Salton City,92275,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,7-12,N,N,33.305383,-115.95030,6/18/2015
Active,Riverside,Coachella Valley Unified,Coachella Valley High,83-800 Airport Boulevard,Thermal,92274-9367,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,33.642091,-116.20208,6/18/2015
Active,Riverside,Coachella Valley Unified,Valle del Sol Elementary,51-433 Education Way,Coachella,92236-3737,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.679309,-116.17599,6/18/2015
Active,Riverside,Coachella Valley Unified,Palm View Elementary,1390 Seventh Street,Coachella,92236-1722,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.677281,-116.17706,6/18/2015
Active,Riverside,Coachella Valley Unified,Peter Pendleton Elementary,84-750 Calle Rojo,Coachella,92236-2837,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.669283,-116.18642,6/18/2015
Active,Riverside,Coachella Valley Unified,Valley View Elementary,85-270 Valley Road,Coachella,92236-3038,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.667373,-116.17865,6/18/2015
Active,Riverside,Coachella Valley Unified,Mecca Elementary,65250 Cahuilla Street,Mecca,92254-6602,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.576503,-116.07605,6/18/2015
Active,Riverside,Coachella Valley Unified,Oasis Elementary,88175 74th Avenue,Thermal,92274-9618,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.510591,-116.12651,6/18/2015
Active,Riverside,Coachella Valley Unified,Sea View Elementary,2467 Sea Shore Avenue,Salton City,92275,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.315843,-115.94365,6/18/2015
Active,Riverside,Coachella Valley Unified,John Kelley Elementary,87-163 Center Street,Thermal,92274-8753,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.640258,-116.14313,6/18/2015
Active,Riverside,Coachella Valley Unified,Westside Elementary,82-225 Airport Boulevard,Thermal,92274-9714,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.642094,-116.22956,6/18/2015
Active,Riverside,Coachella Valley Unified,Cesar Chavez Elementary,49-601 Avenida de Oro,Coachella,92236-1326,CA,9/10/1990,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.688611,-116.18602,6/18/2015
Active,Riverside,Coachella Valley Unified,Cahuilla Desert Academy Junior High,82-489 Avenue 52,Coachella,92236-9718,CA,9/16/1995,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,N,N,33.669830,-116.22423,10/29/2015
Active,Riverside,Coachella Valley Unified,Saul Martinez Elementary,65-705 Johnson Street,Mecca,92254-9367,CA,9/8/1997,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.572640,-116.06291,6/18/2015
Active,Riverside,Coachella Valley Unified,Mountain Vista Elementary,49-750 Hjorth Street,Indio,92201-6417,CA,9/5/2000,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.687430,-116.24693,6/18/2015
Active,Riverside,Riverside County Office Of Education ROP,,3939 13th Street,Riverside,92502,CA,,,,,98,Regional Occupation Center/Program (ROC/P),,,,,,,,33.978494,-117.38054,11/23/2015
Active,Riverside,Riverside County Office Of Education ROP,Riverside County ROP,3939 13th Street,Riverside,92502-3505,CA,7/1/1980,,N,,98,Regional Occupation Center/Program (ROC/P),98,ROC/ROP,,High School,9-12,,,33.978494,-117.38054,3/24/2015
Active,Riverside,Lake Elsinore Unified,,545 Chaney Street,Lake Elsinore,92530-2723,CA,,,,,54,Unified School District,,,,,,,,33.682699,-117.33610,1/13/2017
Active,Riverside,Lake Elsinore Unified,Lakeside High,32593 Riverside Drive,Lake Elsinore,92530-7802,CA,8/22/2005,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,33.668534,-117.38110,6/18/2015
Active,Riverside,Lake Elsinore Unified,Ronald Reagan Elementary,35445 Porras Road,Wildomar,92595-7683,CA,8/22/2005,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.606320,-117.24083,8/21/2015
Active,Riverside,Lake Elsinore Unified,Earl Warren Elementary,41221 Rosetta Canyon Road,Lake Elsinore,92532-1648,CA,8/20/2007,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.700700,-117.32150,9/12/2016
Active,Riverside,Lake Elsinore Unified,Keith McCarthy Academy,4305 Education Way,Lake Elsinore,92530-2711,CA,8/21/2007,,N,,54,Unified School District,63,Alternative Schools of Choice,Alternative School of Choice,Elementary-High Combination,K-12,P,N,33.681913,-117.33527,7/25/2015
Active,Riverside,Lake Elsinore Unified,Preschool,565 Chaney Street,Lake Elsinore,92580-2722,CA,8/20/2007,,N,,54,Unified School District,08,Preschool,Traditional,Preschool,P,N,,33.683472,-117.33573,4/2/2015
Active,Riverside,Lake Elsinore Unified,Sycamore Academy of Science and Cultural Arts,23151 Palomar Street,Wildomar,92595-7317,CA,9/8/2009,,Y,Directly funded,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,33.584000,-117.24782,8/17/2015
Active,Riverside,Lake Elsinore Unified,Lakeland Village,18730 Grand Avenue,Lake Elsinore,92530-6256,CA,8/11/2010,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,33.626846,-117.32492,1/17/2017
Active,Riverside,Lake Elsinore Unified,Ortega High,"520 Chaney Street, Building 100",Lake Elsinore,92530-1230,CA,7/1/1980,,N,,54,Unified School District,68,Continuation High Schools,Continuation School,High School,9-12,P,N,33.680336,-117.33856,9/6/2016
Active,Riverside,Lake Elsinore Unified,Temescal Canyon High,28755 El Toro Road,Lake Elsinore,92532-1912,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,33.702980,-117.34678,1/17/2017
Active,Riverside,Lake Elsinore Unified,Valley Adult,520 Chaney Street,Lake Elsinore,92530,CA,9/8/1995,,N,,54,Unified School District,70,Adult Education Centers,Traditional,High School,Adult,N,,33.681818,-117.33620,9/12/2016
Active,Riverside,Lake Elsinore Unified,Elsinore High,21800 Canyon Drive,Wildomar,92595-9181,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,33.623318,-117.27971,9/12/2016
Active,Riverside,Lake Elsinore Unified,Elsinore Elementary,512 West Sumner Avenue,Lake Elsinore,92530-3648,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.672959,-117.33138,6/18/2015
Active,Riverside,Lake Elsinore Unified,Machado Elementary,15150 Joy Street,Lake Elsinore,92530-7912,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.682836,-117.37605,1/17/2017
Active,Riverside,Lake Elsinore Unified,Wildomar Elementary,21575 Palomar Road,Wildomar,92595-7441,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.603548,-117.27261,6/18/2015
Active,Riverside,Lake Elsinore Unified,Elsinore Middle,1203 West Graham Avenue,Lake Elsinore,92530-3318,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,33.671747,-117.34074,6/18/2015
Active,Riverside,Lake Elsinore Unified,Terra Cotta Middle,29291 Lake Street,Lake Elsinore,92530-1801,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,33.700892,-117.39005,1/17/2017
Active,Riverside,Lake Elsinore Unified,Railroad Canyon Elementary,1300 Mill Street,Lake Elsinore,92530-4377,CA,8/6/2001,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.665170,-117.31086,9/12/2016
Active,Riverside,Lake Elsinore Unified,Withrow Elementary,30100 Audelo Street,Lake Elsinore,92530-7300,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.679733,-117.39480,9/12/2016
Active,Riverside,Lake Elsinore Unified,Luiseno,13500 Mountain Road,Corona,92883-6227,CA,7/1/1991,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,33.725539,-117.42339,9/12/2016
Active,Riverside,Lake Elsinore Unified,Tuscany Hills Elementary,23 Ponte Russo,Lake Elsinore,92532-0500,CA,7/1/1993,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.687219,-117.28990,6/18/2015
Active,Riverside,Lake Elsinore Unified,Donald Graham Elementary,35450 Frederick Street,Wildomar,92595-9686,CA,7/1/1993,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.605893,-117.25812,9/12/2016
Active,Riverside,Lake Elsinore Unified,David A. Brown Middle,21861 Grand Avenue,Wildomar,92595-9632,CA,7/10/1995,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,33.594144,-117.27235,6/18/2015
Active,Riverside,Lake Elsinore Unified,William Collier Elementary,20150 Mayhall Drive,Wildomar,92595-8272,CA,7/1/1998,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.615901,-117.30138,6/18/2015
Active,Riverside,Lake Elsinore Unified,Rice Canyon Elementary,29535 Westwind Drive,Lake Elsinore,92530-1242,CA,8/1/2001,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.697180,-117.40012,6/18/2015
Active,Riverside,Lake Elsinore Unified,Cottonwood Canyon Elementary,32100 Lost Road,Lake Elsinore,92532-2502,CA,8/19/2002,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.658190,-117.25642,6/18/2015
Active,Riverside,Lake Elsinore Unified,Canyon Lake Middle,33005 Canyon Hills Road,Lake Elsinore,92532-2534,CA,8/1/2002,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,33.659100,-117.25369,1/17/2017
Active,Riverside,Temecula Valley Unified,,31350 Rancho Vista Road,Temecula,92592-6202,CA,,,,,54,Unified School District,,,,,,,,33.503394,-117.11800,6/23/2015
Active,Riverside,Temecula Valley Unified,French Valley Elementary,36680 Cady Road,Winchester,92596-9041,CA,8/26/2003,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.590586,-117.09671,7/23/2015
Active,Riverside,Temecula Valley Unified,Erle Stanley Gardner Middle,45125 Via Del Coronado,Temecula,92592-4400,CA,8/26/2003,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,33.470364,-117.10926,6/21/2016
Active,Riverside,Temecula Valley Unified,Great Oak High,32555 Deer Hollow Way,Temecula,92592-1283,CA,8/24/2004,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,33.452430,-117.09213,12/7/2016
Active,Riverside,Temecula Valley Unified,Alamos Elementary,38200 Pacific Park Drive,Murrieta,92563-3242,CA,8/24/2004,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.563460,-117.11065,6/18/2015
Active,Riverside,Temecula Valley Unified,Bella Vista Middle,31650 Browning Street,Murrieta,92563-3243,CA,8/24/2004,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,33.562055,-117.10710,6/18/2015
Active,Riverside,Temecula Valley Unified,Crowne Hill Elementary,33535 Old Kent Road,Temecula,92592-7129,CA,8/22/2005,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.497160,-117.07539,6/21/2016
Active,Riverside,Temecula Valley Unified,Susan La Vorgna Elementary,31777 Algarve Avenue,Winchester,92596-8788,CA,8/22/2005,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.604390,-117.10411,6/21/2016
Active,Riverside,Temecula Valley Unified,Tony Tobin Elementary,45200 Morgan Hill Drive,Temecula,92592-5557,CA,8/22/2005,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.469380,-117.06816,6/21/2016
Active,Riverside,Temecula Valley Unified,Temecula Luiseno Elementary,"45754 Wolf Creek Drive, North",Temecula,92592-2895,CA,8/20/2007,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.459500,-117.10270,6/18/2015
Active,Riverside,Temecula Valley Unified,Temecula Valley High,31555 Rancho Vista Road,Temecula,92592-3516,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,C,N,33.503645,-117.11659,1/19/2017
